Name,1st Der M,Incl,RoA,Eccent,Arg of Peri,Mean Anom,Mean Motion
IRIDIUM 119,9.4e-07,86.3919,102.479,2283.0,100.2085,259.9368,14.34219057
IRIDIUM 107,9e-07,86.3918,102.4803,2373.0,93.4294,266.7173,14.342188
IRIDIUM 132,9.2e-07,86.3918,102.4682,2563.0,91.9573,268.1916,14.34219453
IRIDIUM 136,9.4e-07,86.3919,102.4843,2170.0,100.5378,259.6062,14.34215547
IRIDIUM 139,9.2e-07,86.392,102.5131,2425.0,95.3051,264.8421,14.34218534
IRIDIUM 125,8.4e-07,86.3921,102.5156,2432.0,93.2944,266.853,14.34215983
SENTINEL 5P,-2e-07,98.7309,27.5472,1110.0,87.4283,272.702,14.19553115
KESTREL EYE 2M,0.00059374,51.6287,263.5576,1236.0,128.6711,231.4404,15.86127067
SIMPL,0.00010746,51.6373,316.1854,3387.0,51.2474,308.8823,15.65375194
COSMOS 2523,4.48e-06,97.7183,147.7853,80311.0,88.8647,272.1779,14.86806055
SKYSAT C11,3.885e-05,97.2494,203.3127,11189.0,107.1709,253.0763,15.39433263
SKYSAT C10,3.9e-05,97.2534,203.2322,3822.0,141.5482,218.6037,15.39495097
SKYSAT C9,3.674e-05,97.2492,202.7474,1808.0,53.2439,306.8972,15.39413052
SKYSAT C8,3.744e-05,97.2537,203.6629,2980.0,107.3377,252.8195,15.39380883
SKYSAT C7,3.758e-05,97.2542,203.6677,1275.0,99.3839,260.7551,15.3933183
SKYSAT C6,3.858e-05,97.2557,203.7304,2740.0,52.9143,307.2353,15.39322784
FLOCK 3M 1,5.584e-05,97.4037,194.85,15314.0,191.1152,168.9749,15.23211012
FLOCK 3M 3,5.085e-05,97.3977,194.347,14662.0,190.5776,169.5155,15.23382201
FLOCK 3M 4,7.498e-05,97.4307,197.921,14612.0,194.2453,165.8373,15.22743609
FLOCK 3M 2,2.447e-05,97.4158,195.9971,13438.0,189.7596,170.3381,15.22749379
MOHAMMED VI-A,1.36e-06,97.9508,160.1857,1459.0,88.7815,271.3569,14.77093596
FENGYUN 3D,-5e-08,98.7815,28.9927,1791.0,24.6502,335.475,14.19763951
HEAD-1,-7.4e-07,98.7964,43.2568,9444.0,289.4052,70.6103,14.26536647
NOAA 20,-1e-08,98.7141,26.409,835.0,92.9976,267.1295,14.19539798
BUCCANEER RMM,2.29e-05,97.7057,352.5847,244871.0,207.9118,150.8782,14.8029166
MIRATA,1.583e-05,97.7094,353.9801,249802.0,204.2001,154.7315,14.80465757
MAKERSAT 0,1.081e-05,97.713,353.9969,253336.0,206.332,152.4833,14.79798769
AO-91,8.56e-06,97.7128,353.6561,254658.0,207.6798,151.0666,14.7940385
EAGLESAT 1,1.452e-05,97.7132,354.4362,251572.0,204.6684,154.2328,14.80368337
ECAMSAT,0.00033825,51.639,289.7008,2315.0,42.7869,317.3311,15.74985884
DELLINGR (RBLE),0.00104178,51.6271,258.8283,1678.0,297.7092,62.3744,15.90946502
JILIN-01-04,9.22e-06,97.5179,181.3435,8923.0,36.134,80.1811,15.10175647
JILIN-01-05,7.46e-06,97.5176,181.442,9412.0,42.6451,82.9536,15.10174711
JILIN-01-06,9.26e-06,97.5184,181.3941,12023.0,44.567,80.2929,15.10169713
YAOGAN-30 D,3.76e-06,34.997,233.5319,2694.0,350.3924,9.6745,14.89890176
YAOGAN-30 E,3.8e-06,34.996,233.2945,6081.0,303.658,56.3553,14.89899864
YAOGAN-30 F,3.87e-06,34.9966,232.8077,2493.0,122.2729,237.8224,14.89892993
COSMOS 2524,-5.4e-07,67.1462,153.7055,7344.0,229.909,130.1352,13.97063268
LKW-1,1.429e-05,97.3446,163.845,7210.0,346.1428,154.443,15.23453329
LEMUR 2 ROCKETJONAH,0.00027113,51.6322,89.0679,675.0,44.7825,315.322,15.54815921
AEROCUBE 7B,0.00010875,51.6357,114.4609,4250.0,14.3073,345.8034,15.47141059
AEROCUBE 7C,9.862e-05,51.6351,114.8837,4496.0,17.1192,342.9946,15.46973541
CHEFSAT,0.00032568,51.6344,86.5287,4149.0,37.1867,322.9412,15.56406464
LEMUR 2 YONGLIN,0.00033286,51.6345,83.7298,3033.0,26.9132,333.2016,15.56467615
LEMUR 2 KEVIN,0.00019724,51.6349,94.1843,3441.0,21.8266,338.287,15.5274119
LEMUR 2 BRIANDAVIE,0.00022181,51.6328,92.4142,3124.0,56.763,303.366,15.53977835
LEMUR 2 ROMACOSTE,0.00024426,51.6336,89.9617,3150.0,56.9309,303.1984,15.54617666
ASGARDIA 1,9.701e-05,51.6369,114.2288,2606.0,37.5491,322.5678,15.46901361
ISARA,0.00023441,51.6321,92.2538,2634.0,48.4745,311.6471,15.54144528
LEMUR 2 MCCULLAGH,0.00018183,51.6381,89.1873,642.0,117.5113,242.5943,15.54560902
FAUNA,9.982e-05,51.6357,111.622,2565.0,36.0767,324.0393,15.47668012
LEMUR 2 DUNLOP,0.00019052,51.6329,95.929,881.0,104.7311,255.3777,15.52770796
LEMUR 2 LIU-POU-CHUN,0.00021908,51.6337,92.7469,969.0,41.1181,318.9882,15.53501162
GCOM-C,2.9e-07,98.5561,159.8274,1175.0,105.595,254.536,14.27303389
IRIDIUM 135,8.9e-07,86.3997,39.2185,2216.0,74.6131,285.531,14.34217254
IRIDIUM 138,8.8e-07,86.3987,39.1306,2222.0,91.292,268.853,14.34218746
IRIDIUM 116,8.6e-07,86.3997,39.2878,1888.0,83.5012,276.6399,14.34218152
IRIDIUM 130,8.8e-07,86.4005,39.3891,2093.0,89.3384,270.8052,14.34219203
IRIDIUM 151,8.8e-07,86.3999,39.2964,1819.0,84.5849,275.5554,14.34218384
IRIDIUM 134,9.7e-07,86.3999,39.2325,2521.0,84.3045,275.8439,14.34218419
IRIDIUM 137,9.2e-07,86.4001,39.3434,1812.0,85.3222,274.818,14.34217392
IRIDIUM 141,9.2e-07,86.3997,39.2816,2044.0,91.8057,268.3373,14.34217654
IRIDIUM 153,1.04e-06,86.403,7.6821,2287.0,106.5565,253.5882,14.34218404
IRIDIUM 131,8.1e-07,86.4002,39.287,2255.0,91.7107,268.4347,14.34218494
LKW-2,1.425e-05,97.3513,165.1201,8464.0,51.6038,61.2992,15.2344621
YAOGAN-30 G,3.03e-06,34.9984,112.7419,4475.0,218.9568,141.0818,14.89900755
YAOGAN-30 H,3.24e-06,34.9966,113.226,5361.0,47.2977,312.8174,14.89920612
YAOGAN-30 J,3.06e-06,34.9975,113.4543,4508.0,201.1885,158.8644,14.89885973
SUPERVIEW-1 03,1.254e-05,97.4774,167.6557,5223.0,199.4259,273.2879,15.15339858
SUPERVIEW-1 04,8.76e-06,97.4784,167.8494,11378.0,205.056,266.2758,15.15298545
CARTOSAT 2F,-6.644e-05,97.5081,146.3529,5038.0,137.7211,24.3768,15.19155029
LEO 1,-1e-07,99.3295,143.2545,47981.0,16.7001,343.5718,13.78880155
ICEYE-X1,2.664e-05,97.4112,159.7766,11143.0,123.3142,236.9164,15.24215322
CARBONITE 2,1.183e-05,97.4089,158.7765,11350.0,127.1925,233.035,15.23026872
CORVUS BC3,2.054e-05,97.4099,160.0115,11358.0,132.193,228.0274,15.24029681
FLOCK 3PP 3,1.982e-05,97.4186,160.4162,11305.0,134.1743,226.0425,15.24041594
FLOCK 3PP 2,1.719e-05,97.4194,160.5299,11328.0,133.7437,226.474,15.23750704
FLOCK 3PP 1,7.227e-05,97.4194,161.7679,10473.0,129.5652,230.6514,15.26438269
FLOCK 3PP 4,1.73e-05,97.4201,160.6196,11092.0,135.4757,224.7374,15.23778164
LEMUR 2 MCCAFFERTY,5.021e-05,97.4179,162.7891,10532.0,128.3042,231.9146,15.2683061
LEMUR 2 PETERWEBSTER,4.615e-05,97.418,162.9119,10547.0,126.5806,233.6405,15.26716891
LEMUR 2 BROWNCOW,5.844e-05,97.4205,163.5583,10285.0,126.8995,233.3188,15.27481816
LEMUR 2 DAVEWILSON,5.901e-05,97.4198,163.3801,10507.0,127.0543,233.1658,15.27314737
DEMOSAT 2,1.941e-05,97.4116,160.5167,10685.0,133.1667,227.0465,15.24306803
ARKYD 6A,2.471e-05,97.4135,161.129,10735.0,132.5814,227.6331,15.24734265
MICROMAS 2A,5.401e-05,97.417,162.9348,9998.0,127.5433,232.6715,15.26831771
PICSAT,3.228e-05,97.4149,161.748,10519.0,131.4463,228.768,15.25518691
AO-92,2.673e-05,97.4129,161.3133,10155.0,133.6227,226.5855,15.24971492
STEP CUBE LAB,4.199e-05,97.4169,162.8023,9866.0,131.2531,228.9559,15.26489409
SPACEBEE-4,8.253e-05,97.4227,164.6389,9312.0,127.8957,232.3126,15.28805974
SPACEBEE-3,9.6e-05,97.4254,166.2163,8898.0,124.318,235.8904,15.30313798
SPACEBEE-2,0.00010163,97.4271,166.6721,8787.0,123.306,236.9023,15.30834449
SPACEBEE-1,0.00010794,97.4273,167.167,8696.0,122.6891,237.519,15.31455122
CICERO 7,4.849e-05,97.4146,163.0294,8181.0,134.1901,226.0012,15.26741467
TYVAK-61C,4.856e-05,97.4194,164.1231,8542.0,138.8594,221.3291,15.27374754
LKW-3,3.688e-05,97.4393,206.5665,4868.0,112.1075,14.2374,15.23251668
ASNARO-2,-2.621e-05,97.4245,92.8583,2051.0,105.3424,39.1246,15.22382487
XIAOXIANG 2,1.302e-05,97.4103,154.0313,15710.0,249.3535,269.3794,15.12232679
ZHOU ENLAI,2.054e-05,97.4152,153.8424,12951.0,247.9435,249.7599,15.11827809
KEPLER-0 (KIPP),1.442e-05,97.4192,153.7605,13917.0,244.2316,115.7479,15.11650555
QUANTUTONG 1,1.758e-05,97.4102,152.3601,12149.0,247.2841,123.3738,15.11283977
JILIN-01-07,5.25e-06,97.4057,151.1956,11858.0,249.0874,247.2022,15.10222133
JILIN-01-08,9.6e-06,97.4049,151.0971,7932.0,264.0836,233.6545,15.10241661
LEMUR 2 MARSHALL,2.676e-05,82.9151,129.2336,31678.0,114.7912,245.6626,15.22087168
LEMUR 2 TALLHAMN-ATC,2.49e-05,82.9188,133.1158,25212.0,130.9224,229.4201,15.19555659
WEINA 1A,2.76e-06,35.0004,113.4134,2388.0,111.9685,248.1272,14.89873294
YAOGAN-30 K,3.14e-06,34.9978,113.4929,6552.0,12.6302,347.4561,14.89895738
YAOGAN-30 L,3.12e-06,34.9972,113.3901,2853.0,45.1579,314.9356,14.8989748
YAOGAN-30 M,3.02e-06,34.9992,113.4735,3087.0,105.0594,255.0451,14.89884621
KANOPUS-V 3,5.47e-06,97.4503,356.6389,1427.0,106.3841,11.5715,15.19427603
KANOPUS-V 4,-0.00015384,97.4506,356.2735,1905.0,78.3588,84.8646,15.19438449
LEMUR 2 JIN-LUEN,1.727e-05,97.6738,353.9894,14083.0,7.2576,352.8847,14.97011253
LEMUR 2 URAMCHANSOL,6.11e-06,97.6746,354.0619,14447.0,6.6545,353.4866,14.97092958
LEMUR 2 KADI,7e-06,97.6746,354.0737,14239.0,8.2532,351.8921,14.97034657
LEMUR 2 THENICKMOLO,1.421e-05,97.6757,353.9428,14077.0,10.0278,350.1222,14.97079647
S-NET D,6.16e-06,97.682,355.5837,10880.0,4.2017,355.9294,14.9700051
S-NET B,6.14e-06,97.6817,355.5532,10884.0,4.0226,356.1082,14.9700008
S-NET A,6.09e-06,97.682,355.5285,10887.0,4.3618,355.7696,14.96998731
S-NET C,6.29e-06,97.6817,355.5468,10867.0,4.141,355.99,14.96998988
FENGMANIU-1,5.928e-05,97.4735,221.6768,15200.0,166.1789,322.2927,15.27432601
ZHANGZHENG-1,2.406e-05,97.4637,214.6323,12860.0,194.6933,260.9168,15.21045643
NUSAT 4,2.928e-05,97.4712,220.1791,16738.0,177.0975,239.5303,15.25493817
GOMX4-B,1.146e-05,97.4707,219.4457,18226.0,184.2448,175.8638,15.24806764
GOMX4-A,2.223e-05,97.4686,219.9413,18471.0,184.3694,230.9267,15.25210818
SHAONIAN XING,4.197e-05,97.4514,219.1269,16171.0,175.9345,319.0799,15.27093759
NUSAT 5,3.145e-05,97.4719,220.5242,16444.0,178.3057,238.7441,15.25732734
PAZ,2.99e-06,97.4469,95.3173,1642.0,84.1745,64.3469,15.19153774
LKW-4,1.736e-05,97.4309,205.5799,5702.0,26.7113,333.4417,15.23374868
COSMOS 2525,0.0094181,96.3837,123.9767,7031.0,163.985,196.1777,16.23414296
IRIDIUM 144,1.04e-06,86.4026,7.6635,2476.0,79.9781,280.1694,14.34218773
IRIDIUM 149,1.7e-07,86.4025,7.6483,2462.0,76.2639,283.8831,14.34215629
IRIDIUM 157,9.6e-07,86.4027,7.6513,1877.0,91.7841,268.357,14.34218959
IRIDIUM 140,9.5e-07,86.4027,7.6576,3010.0,76.0245,284.1286,14.34215824
IRIDIUM 145,9.5e-07,86.4026,7.642,2622.0,55.0776,305.0666,14.34216697
IRIDIUM 146,9.8e-07,86.4026,7.6668,2116.0,73.9331,286.2097,14.34220023
IRIDIUM 148,9.7e-07,86.4028,7.7539,1851.0,81.2822,278.8583,14.34219268
IRIDIUM 142,1e-06,86.4024,7.6391,2105.0,82.0072,278.1363,14.34217408
IRIDIUM 150,9.3e-07,86.4029,7.6779,2334.0,82.7561,277.39,14.34218193
IRIDIUM 143,9.4e-07,86.4031,7.6999,2309.0,70.6396,289.5049,14.34218737
GAOFEN 1-02,1.18e-06,97.9368,166.6271,4622.0,30.5647,329.5832,14.76514064
GAOFEN 1-03,1.26e-06,97.9367,166.5984,6524.0,85.9976,274.198,14.76531989
GAOFEN 1-04,1.47e-06,97.9367,166.5707,5487.0,46.1018,314.065,14.76515358
YAOGAN-31 A,-6.2e-07,63.4063,313.9375,104357.0,3.1879,356.9793,13.45206112
YAOGAN-31 B,-6.8e-07,63.4069,313.9252,104502.0,3.1008,357.0651,13.45205863
YAOGAN-31 C,-6.5e-07,63.4075,313.1199,104216.0,3.0663,357.0983,13.45205987
WEINA 1B,-9e-07,63.4066,313.9868,104188.0,4.4696,355.724,13.45190565
SENTINEL 3B,1.1e-07,98.6221,155.0949,1573.0,99.3558,260.78,14.26738001
ZHUHAI-1 OHS-01,1.939e-05,97.2986,156.4951,12276.0,149.4412,348.3859,15.19357773
ZHUHAI-1 OVS-02,1.672e-05,97.3006,156.5442,11474.0,167.7688,328.253,15.1919223
ZHUHAI-1 OHS-02,1.63e-05,97.3115,158.1606,11352.0,186.3628,280.0405,15.19141763
ZHUHAI-1 OHS-03,1.76e-05,97.2959,156.4476,5690.0,177.1074,341.8651,15.19461081
ZHUHAI-1 OHS-04,1.731e-05,97.3027,157.0837,6163.0,144.4322,349.7044,15.1929845
GAOFEN-5,7.2e-07,98.2253,25.8854,768.0,209.946,150.168,14.57810454
GRACE-FO 1,5.56e-06,88.9757,99.374,14476.0,258.975,100.9869,15.24216528
GRACE-FO 2,5.52e-06,88.9757,99.3772,14273.0,258.5483,101.4162,15.24216243
IRIDIUM 161,1.18e-06,86.4546,165.7684,2607.0,101.3075,258.8419,14.4328021
IRIDIUM 152,9.3e-07,86.402,165.6258,1984.0,90.23,269.9123,14.34215185
IRIDIUM 147,9.8e-07,86.4022,165.5956,2132.0,102.8601,257.2833,14.34216532
IRIDIUM 110,1.03e-06,86.4024,165.634,2555.0,94.7729,265.3758,14.34217052
IRIDIUM 162,1.28e-06,86.4545,165.6591,2675.0,92.6829,267.4678,14.43280021
GAOFEN 6,1.14e-06,97.9607,168.8813,8885.0,196.7904,163.3014,14.76495842
LUOJIA-1 01,2.89e-06,97.9633,169.2642,10855.0,194.162,165.9294,14.76813681
REMOVEDEBRIS,0.00033547,51.6325,317.6932,2061.0,75.6068,284.5159,15.71806835
XJS A,3.958e-05,35.0457,54.957,8610.0,294.6654,198.4752,15.29517852
XJS B,5.284e-05,35.0467,54.833,7090.0,327.7683,164.3202,15.295497
PAKTES 1A,3.73e-06,97.9791,181.6702,25324.0,277.05,82.7864,14.87519145
PRSS 1,1.39e-06,97.9686,166.4454,1550.0,80.8037,279.3352,14.76966208
TEMPEST-D,0.00222462,51.6336,312.7287,2509.0,274.9461,85.1256,15.8532706
AEROCUBE 12A,3.341e-05,51.6406,184.2447,7370.0,227.7256,132.3101,15.31281794
AEROCUBE 12B,2.524e-05,51.6405,185.7144,7481.0,226.5261,133.5098,15.3075888
LEMUR 2 VU,8.136e-05,51.641,177.7011,6783.0,233.6145,126.4212,15.3319398
LEMUR 2 ALEXANDER,8.714e-05,51.6406,176.9606,6717.0,233.6138,126.4224,15.33417704
LEMUR 2 YUASA,6.814e-05,51.6402,177.9,6818.0,247.1733,112.8529,15.33131618
LEMUR 2 TOMHENDERSON,7.091e-05,51.6402,178.6345,7025.0,244.3693,115.6563,15.32793466
IRIDIUM 160,1.03e-06,86.3961,134.0341,1999.0,95.9145,264.2278,14.34217581
IRIDIUM 166,9.9e-07,86.3958,134.0586,2440.0,89.0178,271.1298,14.3421606
IRIDIUM 158,1.09e-06,86.396,134.0214,2155.0,88.0691,272.0751,14.34218557
IRIDIUM 165,1.09e-06,86.3962,134.0803,2209.0,87.04,273.1049,14.34217607
IRIDIUM 155,1.04e-06,86.3958,133.9691,2732.0,98.2564,261.8941,14.34215728
IRIDIUM 154,1.05e-06,86.3961,134.0201,2006.0,96.4859,263.6566,14.34218705
IRIDIUM 163,1.07e-06,86.3959,134.0597,2203.0,80.056,280.0884,14.34219169
IRIDIUM 156,1.04e-06,86.3959,134.017,2520.0,87.9795,272.169,14.3421791
IRIDIUM 164,1.1e-06,86.396,134.0071,2038.0,92.1606,267.9823,14.34218165
IRIDIUM 159,1.09e-06,86.3959,133.9973,2101.0,94.6663,265.4773,14.3421804
GAOFEN 11,1.359e-05,97.3576,167.3024,14072.0,308.5183,163.5567,15.23603947
AEOLUS,0.00045893,96.7193,94.6078,7428.0,111.0425,249.1643,15.86612888
HAIYANG 1C,-1e-08,98.5001,163.6818,13082.0,25.5833,334.6005,14.34191351
ICESAT-2,8.44e-06,92.0044,137.6721,2434.0,88.7363,271.4165,15.2826958
SURFSAT,6.148e-05,93.0227,271.9274,12873.0,331.2596,28.7949,15.41365303
CP-7 DAVE,5.89e-05,93.0229,271.9216,13037.0,330.755,29.2974,15.41103635
ELFIN B,9.83e-05,93.0186,271.9836,12934.0,329.5401,30.5103,15.4354572
ELFIN A,0.00010328,93.0239,272.7722,12200.0,326.0272,34.0202,15.43942766
SSTL S1-4,-3.75e-06,97.7318,344.243,14852.0,56.62,303.6413,14.94900479
NOVASAR 1,7.4e-07,97.7326,344.1804,7986.0,58.5771,301.6176,14.94922753
CENTISPACE-1 S1,1.29e-06,98.1151,158.0581,8128.0,332.7112,27.3663,14.56800583
STARS-ME,0.00105794,51.629,301.3566,480.0,304.7198,55.3759,15.83660824
SAOCOM 1-A,5.8e-07,97.8893,274.5797,1449.0,85.2484,274.8912,14.82154979
YAOGAN-32 A,9.4e-07,98.1508,143.7951,1528.0,76.204,283.9329,14.59358729
YAOGAN-32 B,9.6e-07,98.1505,143.7742,1509.0,77.2317,282.9054,14.59358348
HAIYANG 2B,-3.5e-07,99.3489,96.2266,220.0,357.6359,2.4796,13.79300312
COSMOS 2528,-5.9e-07,67.1504,33.5061,6863.0,280.5733,79.4578,13.96512937
CFOSAT,9.1e-06,97.4591,112.7743,1494.0,95.279,61.547,15.16360722
GOSAT 2,7.8e-07,97.879,199.671,1368.0,98.3139,261.823,14.84232689
KHALIFASAT,5.76e-06,97.8942,206.6381,14644.0,291.0616,68.9038,14.89008812
TEN-KOH,4.28e-06,97.9072,209.2397,14843.0,308.5557,51.433,14.90425236
DIWATA 2B,-1.83e-06,97.9087,211.4041,9275.0,330.2387,29.8307,14.91720425
STARS-AO,7.37e-06,97.9144,212.3081,8409.0,337.7225,22.3627,14.92444613
AUTCUBE 2,4.56e-06,97.9109,211.5132,8620.0,330.4266,29.6464,14.92031534
METOP-C,1.4e-07,98.6957,148.1782,1480.0,234.2304,125.8736,14.2149034
CICERO 10,1.899e-05,85.0353,251.6845,14411.0,0.1454,359.9788,15.20978087
NABEO/ELECTRON,3.638e-05,85.0308,250.8165,15234.0,338.4832,21.5768,15.21918077
IRVINE01,6.06e-05,85.0317,249.3992,15696.0,334.3665,25.6798,15.24868084
PROXIMA I,2.32e-05,85.0294,249.5469,17450.0,328.0763,31.942,15.22708102
LEMUR 2 ZUPANSKI,3.869e-05,85.0288,250.2794,16243.0,352.6646,7.4355,15.22370156
PROXIMA II,2.399e-05,85.0296,249.5556,17499.0,327.9996,32.0182,15.22707043
LEMUR 2 CHANUSIAK,3.951e-05,85.035,250.3506,14206.0,332.3391,27.7094,15.23205078
TIANZHI 1,7.62e-06,97.4061,96.4791,15343.0,125.143,23.5132,15.2397169
SHIYAN 6 (SY-6),7.98e-06,97.4141,92.8293,13535.0,133.4819,226.7544,15.20414299
TIANPING 1A,1.78e-05,97.4056,96.7202,14864.0,121.1291,2.0905,15.24578668
JIADING 1,1.021e-05,97.4047,96.8081,15559.0,125.4413,354.3475,15.2445714
TIANPING 1B,1.117e-05,97.4066,96.5285,14310.0,123.9663,28.2552,15.2413887
MOHAMMED VI-B,9.5e-07,97.95,160.1576,1401.0,83.996,276.1407,14.77078351
HYSIS,1.85e-06,97.8672,154.0756,6076.0,78.289,281.9016,14.7860323
HSAT,8.7e-05,97.3951,165.6404,14551.0,193.1244,166.9621,15.31043868
FACSAT-1,3.331e-05,97.3896,164.3454,16535.0,196.1227,271.3906,15.28449313
CENTAURI 2,5.333e-05,97.3924,164.8634,16427.0,195.5285,164.5453,15.29420117
FLOCK 3R 9,3.43e-05,97.3919,165.9393,15449.0,195.1997,175.3363,15.30835956
FLOCK 3R 12,3.323e-05,97.3936,165.9753,15851.0,194.4027,165.6764,15.30823936
FLOCK 3R 11,3.021e-05,97.3932,166.0345,15869.0,194.2632,165.8164,15.30838199
FLOCK 3R 5,7.673e-05,97.3945,166.1625,15910.0,195.5491,164.5264,15.31205192
FLOCK 3R 8,3.216e-05,97.3944,166.1787,16242.0,195.8182,164.2554,15.30843468
3CAT-1,4.898e-05,97.3923,165.4827,16211.0,199.2168,277.229,15.29719157
KEPLER-1 (CASE),5.869e-05,97.3943,165.641,16719.0,199.8198,160.2395,15.29990216
GLOBAL-1,2.454e-05,97.3938,164.9504,18551.0,202.8248,157.2169,15.28136374
LEMUR 2 ORZULAK,7.652e-05,97.3962,166.3746,18890.0,197.6906,162.3679,15.3071631
LEMUR 2 KOBYSZCZE,6.463e-05,97.3968,166.5989,18908.0,197.8901,162.1677,15.3084235
FLOCK 3R 4,5.113e-05,97.3951,166.2664,20014.0,198.3815,291.9325,15.30844591
FLOCK 3R 3,7.707e-05,97.3956,166.353,19852.0,198.1468,172.7579,15.3083738
FLOCK 3R 16,7.244e-05,97.3942,166.519,19478.0,198.7212,161.3315,15.31434325
FLOCK 3R 15,9.742e-05,97.3949,165.6898,20099.0,203.3453,156.6877,15.29979816
CICERO 8,6.368e-05,97.3916,166.7189,20128.0,200.4727,159.571,15.31221054
FLOCK 3R 10,3.072e-05,97.3933,166.0235,15730.0,193.2521,166.8309,15.30815684
FLOCK 3R 6,4.44e-05,97.3943,166.1147,16615.0,196.5556,174.5793,15.30818081
FLOCK 3R 7,4.953e-05,97.392,166.1163,16350.0,196.0355,174.7246,15.30849102
REAKTOR HELLO WORLD,3.208e-05,97.3909,164.6333,16774.0,201.8107,158.2421,15.28443222
HIBER-1,5.825e-05,97.394,165.4403,16537.0,200.4374,159.6206,15.29708089
LEMUR 2 DULY,6.173e-05,97.3961,166.5484,18867.0,197.1635,162.8971,15.30894968
LEMUR 2 VLADIMIR,7.087e-05,97.396,166.6744,18833.0,197.4073,162.6524,15.3108543
FLOCK 3R 1,3.351e-05,97.3949,166.3522,19210.0,198.8153,161.238,15.30827229
FLOCK 3R 2,7.806e-05,97.3964,166.9185,18119.0,198.6575,161.4005,15.31806918
FLOCK 3R 14,9.818e-05,97.3972,167.6704,18597.0,196.263,163.8017,15.33042668
FLOCK 3R 13,8.151e-05,97.3943,167.228,18882.0,197.2628,162.7974,15.32432443
COSMOS 2530,-6e-08,82.5171,326.2735,18493.0,237.6802,122.2529,12.42892874
COSMOS 2531,1e-07,82.5215,326.7122,15732.0,258.4432,101.4884,12.42864631
COSMOS 2532,9e-08,82.5169,326.4024,17280.0,260.1556,99.7573,12.42881051
MINXSS-2,4.87e-06,97.6737,159.3071,14586.0,328.2896,31.7445,14.95964002
SIRION PATHFINDER-2,3.45e-06,97.6715,158.8392,13213.0,322.8024,37.228,14.95461932
ELYUSIUM/LOWER FREE FL,1.596e-05,97.6763,159.4432,12502.0,326.3156,33.727,14.96154021
STPSAT-5,4.5e-06,97.674,159.8772,13361.0,331.5688,28.4803,14.96213423
UPPER FREE FLYER,5.35e-06,97.6705,159.3106,12227.0,327.5143,32.5324,14.95860152
POLAR SCOUT KODIAK,1.341e-05,97.6747,160.3759,14740.0,330.0146,30.023,14.96835934
HAWK-A,6.03e-06,97.6696,159.7091,14113.0,335.4017,24.6529,14.96261904
SPAWAR-CAL-O,6.82e-06,97.6703,158.0134,10390.0,329.3825,30.6789,14.95058656
CORVUS BC4,7.9e-06,97.6689,157.9762,10729.0,328.6551,31.4029,14.94890947
AISTECHSAT-2,4.6e-07,97.6694,157.8985,10573.0,329.776,30.2849,14.94849659
FLOCK 3S 1,7.69e-06,97.6695,157.9436,13212.0,335.8692,24.1909,14.95218002
AO-95,1.049e-05,97.672,158.3839,13659.0,337.7731,22.2896,14.9524192
RANGE-A,8.81e-06,97.6657,157.8523,12398.0,324.2907,35.7484,14.95156021
HIBER-2,5.44e-06,97.677,159.0363,11779.0,327.6058,32.4439,14.95504017
SPAWAR-CAL-R,-3.2e-07,97.6714,158.518,13782.0,328.4591,31.5802,14.95144755
LACMA ENOCH,0.00032201,97.7315,164.968,11743.0,313.5949,46.4303,15.07832708
SPAWAR-CAL-OR,6.56e-06,97.662,157.499,13113.0,333.6592,26.3961,14.95324286
MOVE-II,1.3e-05,97.6732,158.887,12434.0,334.2725,25.7876,14.95796522
VESTA-1,1.37e-06,97.667,158.1491,12591.0,326.2228,33.819,14.95538844
SNUSAT-2,4.22e-06,97.6716,158.7417,11731.0,322.924,37.1169,14.95487375
KAZSTSAT,7e-07,97.6833,158.0974,7285.0,330.5864,29.4945,14.93629272
SNUGLITE,9.65e-06,97.6682,158.5045,14039.0,330.6185,29.4245,14.95606627
ORBWEAVER 2,1.27e-05,97.6715,158.8086,12204.0,317.5244,42.5032,14.96239864
KAZSCISAT-1,1.007e-05,97.6654,158.2409,13066.0,328.03,32.0127,14.9598445
FLOCK 3S 3,9.35e-06,97.6749,159.0429,13937.0,331.5186,28.5272,14.95691023
EAGLET 1,5.06e-06,97.6724,159.439,12616.0,334.5693,25.4906,14.95914843
CAPELLA-1,6.378e-05,97.706,163.3514,8342.0,326.7734,33.2965,14.99596489
ESEO,-1.6e-06,97.6697,159.0668,12563.0,332.2038,27.851,14.95708281
CSIM,5.38e-06,97.6719,159.393,11908.0,327.6365,32.4125,14.96454636
HAWK-B,6.16e-06,97.6695,159.5784,14184.0,335.8233,24.2321,14.96262662
ORBWEAVER 1,1.562e-05,97.6732,159.7686,12405.0,329.4835,30.5664,14.96839121
THEA,2.86e-06,97.6724,159.6312,13906.0,312.2678,47.7364,14.96234156
SKYSAT C12,3.216e-05,97.1804,158.2939,2112.0,59.7812,300.3642,15.38789492
ASTROCAST-01,9.51e-06,97.6734,159.3045,11048.0,314.8718,45.1605,14.96082846
HAWK-C,5.84e-06,97.6696,159.4945,14119.0,335.7453,24.3103,14.96262577
ICEYE-X2,1.095e-05,97.6727,158.7699,13165.0,327.7949,32.2456,14.95486258
SKYSAT C13,2.486e-05,97.2122,157.7618,6197.0,90.9844,269.2109,15.3378849
